OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E010G13:E010G13-PRF:4010681,Sample-Routine,Water,Surface Water,2013-08-11,10:56:00,EDT,2013-08-11,11:29:00,EDT,Other,33,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER10,ER10,,,,,42.6810000000,-79.6920000000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539363443,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.065832,mg/L,,Accepted,,Actual,,,,,,,,,,- E010G13-PRFL-11-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:56:32,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009M13:E009M13-PRF:4006785,Sample-Routine,Water,Surface Water,2013-04-03,19:26:00,EDT,2013-04-03,19:49:00,EDT,Other,49,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER09,ER09,,,,,42.6055853226,-79.8871815161,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539348149,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.1734875,mg/L,,Accepted,,Actual,,,,,,,,,,- E009M13-PRFL-13.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:53:01,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E042G13:E042G13-PRF:4010688,Sample-Routine,Water,Surface Water,2013-08-10,04:06:00,EDT,2013-08-10,04:25:00,EDT,Other,21.6,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER42,ER42,,,,,41.9657670000,-82.0407670000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-535807111,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.232021,mg/L,,Accepted,,Actual,,,,,,,,,,- E042G13-PRFL-13.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-22T12:59:12,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E092M13:E092M13-PRF:4006801,Sample-Routine,Water,Surface Water,2013-04-02,16:47:00,EDT,2013-04-02,17:02:00,EDT,Other,10.8,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,U.S. EPA Great Lakes National Program Office;University of Minnesota - Duluth;Univeristy of Michigan,EPA_GLNPO-ER92,ER92,,,,,41.9521468305,-82.6925137797,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-538825377,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.457723,mg/L,,Accepted,,Actual,,,,,,,,,,- E092M13-PRFL-8.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T11:19:06,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E031M13:13GE19S8A:4415395,Sample-Routine,Water,Surface Water,2013-04-03,08:37:00,EDT,2013-04-03,08:37:00,EDT,Surface,5,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER31,ER31,,,,,42.2535101408,-81.1072438028,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-535718597,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.1134658,mg/L,,Accepted,,Actual,,,,,,,,,,- 13GE19S8A-RFS0-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-22T11:09:10,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E15MG13:13GE51S61:4417039,Sample-Routine,Water,Surface Water,2013-08-11,03:10:00,EDT,2013-08-11,03:10:00,EDT,Surface,1.8,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER15M,ER15M,,,,,42.5162135455,-79.8929549394,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-820918721,,as P,Orthophosphate,Dissolved,0.535,ug/L,,Accepted,,Actual,,,,,,,,,,- 13GE51S61-RFS0-P-ortho as P,,,,,,,,,,UNKNOWN,EPA_GLNPO,Unknown,,,,2013-08-11,,,,,,,2020-01-24T16:20:22,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E031G13:E031G13-PRF:4010683,Sample-Routine,Water,Surface Water,2013-08-10,15:56:00,EDT,2013-08-10,16:13:00,EDT,Other,22.1,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER31,ER31,,,,,42.2530000000,-81.1070000000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-535711577,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.0477985,mg/L,,Accepted,,Actual,,,,,,,,,,- E031G13-PRFL-7-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-22T11:08:09,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E042M13:E042M13-PRF:4006793,Sample-Routine,Water,Surface Water,2013-04-02,20:03:00,EDT,2013-04-02,20:03:00,EDT,Other,22.2,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;University of Minnesota - Duluth,EPA_GLNPO-ER42,ER42,,,,,41.9773866000,-82.0414204857,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-535814418,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.0849559,mg/L,,Accepted,,Actual,,,,,,,,,,- E042M13-PRFL-18-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-22T13:00:52,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E15MG13:E15MG13-PRF:4010698,Sample-Routine,Water,Surface Water,2013-08-11,02:48:00,EDT,2013-08-11,04:21:00,EDT,Other,61.7,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER15M,ER15M,,,,,42.5160500000,-79.8930830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-538871161,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.1658565,mg/L,,Accepted,,Actual,,,,,,,,,,- E15MG13-PRFL-22-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T11:26:34,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009G13:E009G13-PRF:4010680,Sample-Routine,Water,Surface Water,2013-08-11,09:07:00,EDT,2013-08-11,09:35:00,EDT,Other,50,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER09,ER09,,,,,42.5382670000,-79.6166670000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539333045,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.2221362,mg/L,,Accepted,,Actual,,,,,,,,,,- E009G13-PRFL-45-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:49:54,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009G13:E009G13-PRF:4010680,Sample-Routine,Water,Surface Water,2013-08-11,09:07:00,EDT,2013-08-11,09:35:00,EDT,Other,50,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER09,ER09,,,,,42.5382670000,-79.6166670000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539332722,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.2212845,mg/L,,Accepted,,Actual,,,,,,,,,,- E009G13-PRFL-40-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:49:50,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E010M13:E010M13-PRF:4006786,Sample-Routine,Water,Surface Water,2013-04-03,20:56:00,EDT,2013-04-03,21:21:00,EDT,Other,33,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER10,ER10,,,,,42.6800521724,-79.6916871897,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539373774,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.2194136,mg/L,,Accepted,,Actual,,,,,,,,,,- E010M13-PRFL-11-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:58:44,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E15MM13:E15MM13-PRF:4006803,Sample-Routine,Water,Surface Water,2013-04-03,15:17:00,EDT,2013-04-03,15:58:00,EDT,Other,63,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER15M,ER15M,,,,,42.5162135455,-79.8929549394,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-538877100,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.1708593,mg/L,,Accepted,,Actual,,,,,,,,,,- E15MM13-PRFL-47.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T11:27:33,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E010M13:E010M13-PRF:4006786,Sample-Routine,Water,Surface Water,2013-04-03,20:56:00,EDT,2013-04-03,21:21:00,EDT,Other,33,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER10,ER10,,,,,42.6800521724,-79.6916871897,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539373224,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.2189125,mg/L,,Accepted,,Actual,,,,,,,,,,- E010M13-PRFL-2.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:58:39,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009M13:E009M13-PRF:4006785,Sample-Routine,Water,Surface Water,2013-04-03,19:26:00,EDT,2013-04-03,19:49:00,EDT,Other,49,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER09,ER09,,,,,42.6055853226,-79.8871815161,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539347638,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.173647,mg/L,,Accepted,,Actual,,,,,,,,,,- E009M13-PRFL-3.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:52:53,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E030G13:13GE53I92:4416936,Sample-Routine,Water,Surface Water,2013-08-10,14:24:00,EDT,2013-08-10,14:24:00,EDT,Surface,20.3,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER30,ER30,"Integrated Depths: SRF, MEP, LEP.",,,,42.4274921972,-81.2042233803,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-820916174,,as P,Orthophosphate,Dissolved,0.139,ug/L,,Accepted,,Actual,,,,,,,,,,- 13GE53I92-RFS0-P-ortho as P,,,,,,,,,,UNKNOWN,EPA_GLNPO,Unknown,,,,2013-08-11,,,,,,,2020-01-24T16:18:28,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E038M13:E038M13-PRF:4006792,Sample-Routine,Water,Surface Water,2013-04-03,03:26:00,EDT,2013-04-03,03:46:00,EDT,Other,21.9,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,U.S. EPA Great Lakes National Program Office;University of Minnesota - Duluth;Univeristy of Michigan,EPA_GLNPO-ER38,ER38,,,,,42.2815946338,-81.6714964225,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-535796599,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.0729709,mg/L,,Accepted,,Actual,,,,,,,,,,- E038M13-PRFL-5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-22T12:57:22,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E15MM13:E15MM13-PRF:4006803,Sample-Routine,Water,Surface Water,2013-04-03,15:17:00,EDT,2013-04-03,15:58:00,EDT,Other,63,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER15M,ER15M,,,,,42.5162135455,-79.8929549394,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-538877616,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.1700012,mg/L,,Accepted,,Actual,,,,,,,,,,- E15MM13-PRFL-49.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T11:27:38,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009G13:E009G13-PRF:4010680,Sample-Routine,Water,Surface Water,2013-08-11,09:07:00,EDT,2013-08-11,09:35:00,EDT,Other,50,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER09,ER09,,,,,42.5382670000,-79.6166670000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539333400,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.061033,mg/L,,Accepted,,Actual,,,,,,,,,,- E009G13-PRFL-6.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:49:58,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E042M13:E042M13-PRF:4006793,Sample-Routine,Water,Surface Water,2013-04-02,20:03:00,EDT,2013-04-02,20:03:00,EDT,Other,22.2,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;University of Minnesota - Duluth,EPA_GLNPO-ER42,ER42,,,,,41.9773866000,-82.0414204857,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-535814405,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.0840489,mg/L,,Accepted,,Actual,,,,,,,,,,- E042M13-PRFL-11.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-22T13:00:52,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009G13:E009G13-PRF:4010680,Sample-Routine,Water,Surface Water,2013-08-11,09:07:00,EDT,2013-08-11,09:35:00,EDT,Other,50,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER09,ER09,,,,,42.5382670000,-79.6166670000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539333707,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.2226882,mg/L,,Accepted,,Actual,,,,,,,,,,- E009G13-PRFL-36-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:50:03,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E030M13:E030M13-PRF:4006787,Sample-Routine,Water,Surface Water,2013-04-03,09:58:00,EDT,2013-04-03,10:17:00,EDT,Other,21,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER30,ER30,,,,,42.4274921972,-81.2042233803,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-535700965,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.0443894,mg/L,,Accepted,,Actual,,,,,,,,,,- E030M13-PRFL-12-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-22T11:06:24,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E010M13:13GE18D10:4415526,Quality Control Sample-Field Replicate,Water,Surface Water,2013-04-03,20:58:00,EDT,2013-04-03,20:58:00,EDT,Near Bottom,23.7,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;University of Minnesota - Duluth,EPA_GLNPO-ER10,ER10,,,,,42.6800521724,-79.6916871897,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-820916063,,as P,Orthophosphate,Dissolved,7.044,ug/L,,Accepted,,Actual,,,,,,,,,,- 13GE18D10-FDn1-P-ortho as P,,,,,,,,,,UNKNOWN,EPA_GLNPO,Unknown,,,,2013-04-04,,,,,,,2020-01-24T16:18:19,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E15MG13:E15MG13-PRF:4010698,Sample-Routine,Water,Surface Water,2013-08-11,02:48:00,EDT,2013-08-11,04:21:00,EDT,Other,61.7,m,Water Surface,,,,,WQS-SU2013,Water Quality Survey of the Great Lakes - Summer 2013,U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER15M,ER15M,,,,,42.5160500000,-79.8930830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-538870459,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.2222184,mg/L,,Accepted,,Actual,,,,,,,,,,- E15MG13-PRFL-36.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T11:26:29,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009M13:E009M13-PRF:4006785,Sample-Routine,Water,Surface Water,2013-04-03,19:26:00,EDT,2013-04-03,19:49:00,EDT,Other,49,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER09,ER09,,,,,42.6055853226,-79.8871815161,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539348408,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.1743056,mg/L,,Accepted,,Actual,,,,,,,,,,- E009M13-PRFL-40-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:53:04,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009M13:E009M13-PRF:4006785,Sample-Routine,Water,Surface Water,2013-04-03,19:26:00,EDT,2013-04-03,19:49:00,EDT,Other,49,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER09,ER09,,,,,42.6055853226,-79.8871815161,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-539347727,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.1744633,mg/L,,Accepted,,Actual,,,,,,,,,,- E009M13-PRFL-3-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T14:52:54,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E15MM13:E15MM13-PRF:4006803,Sample-Routine,Water,Surface Water,2013-04-03,15:17:00,EDT,2013-04-03,15:58:00,EDT,Other,63,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER15M,ER15M,,,,,42.5162135455,-79.8929549394,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-538875481,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.1713565,mg/L,,Accepted,,Actual,,,,,,,,,,- E15MM13-PRFL-18.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-26T11:27:21,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E037M13:E037M13-PRF:4006791,Sample-Routine,Water,Surface Water,2013-04-03,02:00:00,EDT,2013-04-03,02:22:00,EDT,Other,24.1,m,Water Surface,,,,,WQS-SP2013,Water Quality Survey of the Great Lakes - Spring 2013,U.S. EPA Great Lakes National Program Office;Univeristy of Michigan;University of Minnesota - Duluth,EPA_GLNPO-ER37,ER37,,,,,42.0960689571,-81.5748990857,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-535774548,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.0524999,mg/L,,Accepted,,Actual,,,,,,,,,,- E037M13-PRFL-17-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,,,,,,,,2016-04-22T11:19:02,STORET
