ActivityStartDate,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
2012-08-09,41.84,-82.916,"Total Phosphorus, mixed forms",-0.03595,ug/L
2012-04-08,42.429983,-81.205117,Orthophosphate,0.95,ug/L
2012-08-09,41.84,-82.916,Orthophosphate,0.915,ug/L
2012-04-08,41.96455,-82.041383,Orthophosphate,0.755,ug/L
2012-08-10,42.28165,-81.671167,Orthophosphate,0.10300000000000001,ug/L
2012-08-09,41.94755,-83.0431,Orthophosphate,2.515,ug/L
2012-04-07,41.840567,-82.91585,Orthophosphate,0.927,ug/L
2012-04-08,41.949433,-82.686067,Orthophosphate,0.04,ug/L
2012-04-08,41.949433,-82.686067,Orthophosphate,0.934,ug/L
2012-08-10,42.253067,-81.106483,Orthophosphate,2.313,ug/L
2012-04-08,41.96455,-82.041383,Orthophosphate,0.446,ug/L
2012-08-09,41.94755,-83.0431,Orthophosphate,0.785,ug/L
2012-08-10,41.94965,-82.6874,Orthophosphate,4.9830000000000005,ug/L
2012-04-08,41.949433,-82.686067,Orthophosphate,1.462,ug/L
2012-08-09,41.84,-82.916,Orthophosphate,0.49200000000000005,ug/L
2012-04-08,42.252967,-81.1071,Orthophosphate,0.705,ug/L
2012-04-08,41.96455,-82.041383,Orthophosphate,0.285,ug/L
2012-08-10,42.253067,-81.106483,Orthophosphate,0.26899999999999996,ug/L
2013-04-03,42.253510140799996,-81.1072438028,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.113495,mg/L
2013-04-02,41.8442782131,-82.9183371967,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.427838,mg/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.05407869999999999,mg/L
2013-04-02,41.9773866,-82.0414204857,Orthophosphate,3.5189999999999997,ug/L
2013-08-09,41.840783,-82.91655,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2368913,mg/L
2013-04-03,42.253510140799996,-81.1072438028,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1319487,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.11915319999999999,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0723922,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0844738,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0456861,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.048167699999999994,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2488614,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0479144,mg/L
2013-04-02,41.8442782131,-82.9183371967,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0644582,mg/L
2013-04-02,41.8442782131,-82.9183371967,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.42054189999999997,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2288906,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.083112,mg/L
2013-08-09,41.8442782131,-82.9183371967,"Total Nitrogen, mixed forms",0.0586,mg/L
2013-04-03,42.253510140799996,-81.1072438028,Orthophosphate,3.883,ug/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.08438910000000001,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0488653,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0429607,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.265889,mg/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0462529,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0497944,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0752679,mg/L
2013-04-02,41.8442782131,-82.9183371967,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.41931759999999996,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2164121,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.15446729999999997,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2545219,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2829715,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.07262189999999999,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.044755,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.24754179999999998,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0711079,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.26573990000000003,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1388158,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.09194010000000001,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2658807,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.23885520000000002,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0429138,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.21419029999999997,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1510486,mg/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.053369799999999995,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.07202839999999999,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1406328,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0495807,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1536786,mg/L
2013-04-01,41.9463910323,-83.0498683226,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,1.3009866,mg/L
2013-04-02,41.9521468305,-82.69251377970001,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.4567111,mg/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.05216080000000001,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0036037,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0478055,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.21646220000000002,mg/L
2013-08-09,41.840783,-82.91655,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2370917,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2092554,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.11833310000000001,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.227142,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.24764829999999996,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.22978110000000002,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.08449989999999999,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.23770929999999998,mg/L
2013-04-02,41.9521468305,-82.69251377970001,Orthophosphate,1.149,ug/L
2013-08-10,41.949967,-82.686983,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2724183,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1111192,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.14901660000000003,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1943443,mg/L
2013-08-10,42.281594633800005,-81.6714964225,Orthophosphate,0.2,ug/L
2013-04-03,42.253510140799996,-81.1072438028,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.11286310000000001,mg/L
2013-08-10,41.9521468305,-82.69251377970001,Phosphorus,2.01,ug/L
2013-04-03,42.253510140799996,-81.1072438028,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1132566,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.22872039999999996,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.26150429999999997,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0732169,mg/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.05339580000000001,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2219145,mg/L
2013-08-10,41.949967,-82.686983,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2931224,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.08412810000000001,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2196152,mg/L
2013-08-09,41.9463910323,-83.0498683226,Orthophosphate,0.626,ug/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0724015,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0722551,mg/L
2013-08-10,41.9773866,-82.0414204857,Orthophosphate,1.151,ug/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0438228,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.20172939999999998,mg/L
2013-08-09,41.946533,-83.045033,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.3500512,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0472614,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Orthophosphate,2.428,ug/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0518285,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1303817,mg/L
2013-08-10,42.0960689571,-81.5748990857,Orthophosphate,0.728,ug/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.08344580000000001,mg/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.05267430000000001,mg/L
2013-08-09,41.840783,-82.91655,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2374926,mg/L
2013-08-10,41.949967,-82.686983,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2866938,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0504352,mg/L
2013-08-10,42.253510140799996,-81.1072438028,Orthophosphate,0.313,ug/L
2013-08-09,41.8442782131,-82.9183371967,Orthophosphate,0.883,ug/L
2013-04-03,42.253510140799996,-81.1072438028,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1121279,mg/L
2013-08-10,42.0960689571,-81.5748990857,Orthophosphate,0.516,ug/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.044598,mg/L
2013-08-09,41.946533,-83.045033,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.3484002,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.22846149999999998,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.07328889999999999,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.043560699999999994,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1644555,mg/L
2013-04-03,42.253510140799996,-81.1072438028,Orthophosphate,4.334,ug/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.21540050000000002,mg/L
2013-04-02,41.8442782131,-82.9183371967,"Total Nitrogen, mixed forms",0.0318,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0843385,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.07215099999999999,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.219479,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.250242,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.145075,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0718775,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1389674,mg/L
2013-08-10,41.9521468305,-82.69251377970001,Orthophosphate,0.43799999999999994,ug/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1102224,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Orthophosphate,2.2,ug/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0716927,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0499091,mg/L
2013-04-03,42.253510140799996,-81.1072438028,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.11409200000000001,mg/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0534184,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0716449,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.21430970000000002,mg/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.05318490000000001,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0433956,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2282165,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2271159,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.102658,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0486034,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.21647110000000003,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0435602,mg/L
2013-08-10,41.9521468305,-82.69251377970001,Nitrate + Nitrite,0.2875848,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.07108760000000001,mg/L
2013-04-02,41.9521468305,-82.69251377970001,Orthophosphate,2.287,ug/L
2013-08-09,41.946533,-83.045033,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.3284028,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.07241489999999999,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1473547,mg/L
2013-04-03,42.253510140799996,-81.1072438028,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.11253699999999998,mg/L
2013-04-01,41.947,-83.044,Orthophosphate,10.365,ug/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.119992,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2147518,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.22942939999999998,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1312125,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.126469,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0347461,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.08487710000000001,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.043981,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.083566,mg/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0533371,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0702442,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1117348,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Orthophosphate,4.709,ug/L
2013-08-10,41.949967,-82.686983,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.287727,mg/L
2013-04-02,41.964,-82.041,"Total Nitrogen, mixed forms",-0.00035,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.12742989999999998,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2667223,mg/L
2013-04-03,42.253510140799996,-81.1072438028,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1116316,mg/L
2013-08-09,41.946533,-83.045033,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.34872329999999996,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.22924339999999999,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1757943,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.044252099999999996,mg/L
2013-04-03,42.253510140799996,-81.1072438028,Orthophosphate,4.104,ug/L
2013-08-10,41.9773866,-82.0414204857,Orthophosphate,1.0390000000000001,ug/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1078018,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0495841,mg/L
2013-04-01,41.9463910323,-83.0498683226,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.9103565999999998,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.15413139999999997,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.07300419999999999,mg/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0489078,mg/L
2013-04-03,42.427492197199996,-81.2042233803,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.043532999999999995,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0837782,mg/L
2013-04-03,42.253510140799996,-81.1072438028,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.1127261,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.19980770000000003,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.08531760000000001,mg/L
2013-04-03,42.0960689571,-81.5748990857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.043381699999999995,mg/L
2013-04-02,41.95,-82.686,Orthophosphate,1.315,ug/L
2013-08-10,42.253,-81.107,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.045956800000000006,mg/L
2013-08-09,41.840783,-82.91655,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2367484,mg/L
2013-08-10,42.28165,-81.672083,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2289547,mg/L
2013-08-09,41.840783,-82.91655,"Total Nitrogen, mixed forms",0.0611,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2164584,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0847323,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2186197,mg/L
2013-04-03,42.281594633800005,-81.6714964225,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.07223500000000001,mg/L
2013-08-09,41.840783,-82.91655,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2371094,mg/L
2013-04-01,41.9463910323,-83.0498683226,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,1.3008015,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.24787689999999998,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0847117,mg/L
2013-04-02,41.8442782131,-82.9183371967,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.41949140000000007,mg/L
2013-04-03,42.253510140799996,-81.1072438028,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.11176589999999999,mg/L
2013-08-10,41.965767,-82.040767,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.24888070000000004,mg/L
2013-08-10,42.43,-81.204833,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.11660219999999999,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.24783720000000004,mg/L
2013-04-02,41.9773866,-82.0414204857,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.0840928,mg/L
2013-08-10,42.1099,-81.574883,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.2654375,mg/L
2013-04-02,41.9521468305,-82.69251377970001,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.4580825,mg/L
2013-08-09,41.840783,-82.91655,"Total Phosphorus, mixed forms",9.7741,ug/L
